Time,Press,Temp,Rain,WDir,Humid,SolRad
2017-09-03T14:00:00,1011.93,23.97,0,213.4,37.32,682.6
2017-09-03T14:10:00,1011.93,24.04,0,219.3,36.66,660
2017-09-03T14:20:00,1011.93,23.89,0,218.8,36.95,636.5
2017-09-03T14:30:00,1011.93,24.02,0,213.4,37.12,610.9
2017-09-03T14:40:00,1011.93,23.85,0,210.5,37.28,573.2
2017-09-03T14:50:00,1011.93,23.98,0,216.5,37.42,557.5
2017-09-03T15:00:00,1011.93,24.11,0,218.3,36.96,530.7
2017-09-03T15:10:00,1011.93,23.94,0,229.7,36.19,502
2017-09-03T15:20:00,1011.93,23.88,0,235.9,36.56,471.7
2017-09-03T15:30:00,1011.93,23.95,0,238.5,36.73,444.7
2017-09-03T15:40:00,1011.93,23.72,0,247.5,36.65,416.5
2017-09-03T15:50:00,1011.93,23.85,0,229.1,37,384
2017-09-03T16:00:00,1011.93,23.78,0,217.6,37.23,348.3
2017-09-03T16:10:00,1012.93,23.61,0,231.1,37.88,313.4
2017-09-03T16:20:00,1012.93,23.6,0,230.8,38.12,278.2
2017-09-03T16:30:00,1012.93,23.39,0,221,41.57,244.2
2017-09-03T16:40:00,1012.93,23.25,0,252.1,41.41,210.3
2017-09-03T16:50:00,1012.93,23.23,0,244.7,41.44,176.2
2017-09-03T17:00:00,1012.93,23.08,0,238.3,41.62,144.6
2017-09-03T17:10:00,1012.93,22.89,0,244.3,40.77,112.2
2017-09-03T17:20:00,1012.93,22.63,0,247,42.57,72.2
2017-09-03T17:30:00,1012.93,22.11,0,256.7,42.62,28.85
2017-09-03T17:40:00,1012.93,21.85,0,249.4,43.37,11.96
2017-09-03T17:50:00,1012.93,21.76,0,244.7,44.81,5.541
2017-09-03T18:00:00,1012.93,21.7,0,256.9,44.93,1.738
2017-09-03T18:10:00,1012.93,21.61,0,280,45.69,0
2017-09-03T18:20:00,1012.93,21.55,0,308,44.51,0
2017-09-03T18:30:00,1012.93,21.42,0,358.5,44.9,0
2017-09-03T18:40:00,1012.93,21.32,0,325.9,45.19,0
2017-09-03T18:50:00,1012.93,21.38,0,223.5,45.46,0
2017-09-03T19:00:00,1012.93,21.3,0,263.6,46.18,0
2017-09-03T19:10:00,1012.93,21.08,0,352.5,46.7,0
2017-09-03T19:20:00,1013.93,21.01,0,338.9,47.42,0
2017-09-03T19:30:00,1013.93,21,0,347,47.24,0
2017-09-03T19:40:00,1013.93,21,0,348.1,46.54,0
2017-09-03T19:50:00,1013.93,20.83,0,351.6,46.44,0
2017-09-03T20:00:00,1013.93,20.54,0,356.5,47.29,0
2017-09-03T20:10:00,1013.93,20.2,0,356.4,48.43,0
2017-09-03T20:20:00,1013.93,20.16,0,12.5,49.14,0
2017-09-03T20:30:00,1013.93,20.19,0,7.3,49.5,0
2017-09-03T20:40:00,1013.93,20.21,0,352.2,48.98,0
2017-09-03T20:50:00,1013.93,20.09,0,347.4,49.53,0
2017-09-03T21:00:00,1013.93,19.84,0,43.9,50.01,0
2017-09-03T21:10:00,1013.93,19.34,0,40.9,51.04,0
2017-09-03T21:20:00,1014.93,19.36,0,45,50.74,0
2017-09-03T21:30:00,1014.93,19.2,0,32,51.94,0
2017-09-03T21:40:00,1014.93,18.92,0,18.8,53.31,0
2017-09-03T21:50:00,1014.93,18.55,0,16.5,54.52,0
2017-09-03T22:00:00,1014.93,18.3,0,29.7,54.5,0
2017-09-03T22:10:00,1014.93,18.36,0,31.1,53.64,0
2017-09-03T22:20:00,1014.93,18.47,0,33.3,53.93,0
2017-09-03T22:30:00,1014.93,18.43,0,35.4,54.68,0
2017-09-03T22:40:00,1014.93,18.42,0,31.1,54.66,0
2017-09-03T22:50:00,1014.93,18.14,0,27.6,55.83,0
2017-09-03T23:00:00,1014.93,17.98,0,29.9,56.07,0
2017-09-03T23:10:00,1014.93,17.81,0,351.8,57,0
2017-09-03T23:20:00,1014.93,17.66,0,359.4,57.37,0
2017-09-03T23:30:00,1014.93,17.7,0,11.9,57.35,0
2017-09-03T23:40:00,1014.93,17.59,0,327.9,58.66,0
2017-09-03T23:50:00,1014.93,17.53,0,330.9,59.18,0
2017-09-04T00:00:00,1014.93,17.35,0,343.8,59.98,0
2017-09-04T00:10:00,1014.93,17.18,0,354.8,59.67,0
2017-09-04T00:20:00,1014.93,17.48,0,17.3,57.96,0
2017-09-04T00:30:00,1014.93,17.43,0,13.5,58.09,0
2017-09-04T00:40:00,1014.93,17.21,0,332.8,58.98,0
2017-09-04T00:50:00,1014.93,17.2,0,6.1,58.73,0
2017-09-04T01:00:00,1014.93,16.88,0,354.3,60.55,0
2017-09-04T01:10:00,1014.93,16.81,0,21.8,60.33,0
2017-09-04T01:20:00,1014.93,16.85,0,348,60.6,0
2017-09-04T01:30:00,1014.93,16.86,0,2,60.3,0
2017-09-04T01:40:00,1014.93,16.68,0,347.3,61.58,0
2017-09-04T01:50:00,1014.93,16.55,0,18.4,61.65,0
2017-09-04T02:00:00,1014.93,16.81,0,31.3,60.48,0
2017-09-04T02:10:00,1014.93,16.67,0,33.3,60.86,0
2017-09-04T02:20:00,1014.93,16.26,0,14.5,62.3,0
2017-09-04T02:30:00,1014.93,16.34,0,8.3,62.47,0
2017-09-04T02:40:00,1014.93,16.46,0,11.1,61.97,0
2017-09-04T02:50:00,1014.93,16.41,0,348.3,62.76,0
2017-09-04T03:00:00,1014.93,16.32,0,1,63.36,0
2017-09-04T03:10:00,1014.93,16.25,0,342.1,63.21,0
2017-09-04T03:20:00,1014.93,16.2,0,351.7,63.43,0
2017-09-04T03:30:00,1014.93,16.29,0,35.2,62.39,0
2017-09-04T03:40:00,1014.93,16.24,0,29,61.37,0
2017-09-04T03:50:00,1014.93,15.91,0,29.1,62.63,0
2017-09-04T04:00:00,1014.93,15.6,0,35.5,63.83,0
2017-09-04T04:10:00,1014.93,15.61,0,27.3,64.43,0
2017-09-04T04:20:00,1014.93,15.8,0,20.9,63.91,0
2017-09-04T04:30:00,1014.93,15.96,0,31.6,63.66,0
2017-09-04T04:40:00,1015.93,16,0,357.4,64.38,0.631
2017-09-04T04:50:00,1015.93,15.99,0,16.1,64.96,2.83
2017-09-04T05:00:00,1015.93,16.04,0,32.9,65.17,7.97
2017-09-04T05:10:00,1015.93,15.92,0,31.5,65.42,15.15
2017-09-04T05:20:00,1015.93,15.96,0,39.8,64.69,29.08
2017-09-04T05:30:00,1015.93,15.88,0,37.6,63.73,50.74
2017-09-04T05:40:00,1015.93,15.91,0,37.1,63.69,83.9
2017-09-04T05:50:00,1015.93,15.85,0,39.8,64.7,65.21
2017-09-04T06:00:00,1015.93,15.73,0,38.8,65.94,67.65
2017-09-04T06:10:00,1015.93,16.07,0,33.3,65.36,102.5
2017-09-04T06:20:00,1015.93,16.41,0,35.3,64.53,144.5
2017-09-04T06:30:00,1015.93,16.51,0,37.4,64.5,198.6
2017-09-04T06:40:00,1015.93,16.59,0,31.8,64.07,214.1
2017-09-04T06:50:00,1015.93,16.67,0,38.1,63.32,225.1
2017-09-04T07:00:00,1015.93,16.9,0,39.7,62.4,299.6
2017-09-04T07:10:00,1016.93,17.22,0,35.4,60.49,282.4
